tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag
61,20.55,1252.0,246.60000000000002,1,0.9987635116269794,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24m+,0
49,98.7,4920.55,592.2,6,1.0174203419969812,1,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,0
16,71.4,1212.1,428.40000000000003,6,1.0610119047619047,1,Male,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),12-24m,0
72,103.4,7372.65,2481.6000000000004,7,0.9903086718246292,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24m+,1
57,74.3,4018.35,445.79999999999995,3,0.948820570942835,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
43,75.2,3254.35,1804.8000000000002,6,1.006416996536368,1,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
29,89.65,2623.65,537.9000000000001,5,1.0091543742908244,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,24m+,0
39,55.9,2184.35,335.4,5,1.0019494518600065,1,Female,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,1
50,20.15,970.85,483.59999999999997,1,0.9636228287841192,0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
12,89.15,1057.55,534.9000000000001,5,0.9885492615442136,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,6-12m,0
18,20.1,401.85,241.20000000000002,1,1.1106965174129353,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0
70,58.35,4214.25,1400.4,6,1.0317664340800587,0,Female,0,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
71,111.25,7984.15,2670.0,8,1.010811837316031,0,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
1,49.8,49.8,298.79999999999995,3,1.0,1,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-6m,0
16,79.5,1264.2,954.0,4,0.993867924528302,0,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),12-24m,0
32,19.9,601.55,119.39999999999999,1,0.9446451005025126,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24m+,0
42,20.0,833.55,480.0,1,0.9923214285714285,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
1,60.15,60.15,360.9,4,1.0,1,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1
8,43.45,345.5,521.4000000000001,2,0.993958573072497,1,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,6-12m,0
7,20.75,141.1,124.5,1,0.9714285714285714,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6-12m,0
41,25.25,996.45,151.5,2,0.9625211301617967,0,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24m+,0
52,63.25,3342.45,1518.0,5,1.0162511401641836,1,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),24m+,0
54,65.65,3566.7,1575.6000000000001,6,1.006092916984006,0,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),24m+,0
8,20.35,178.7,122.10000000000001,1,1.0976658476658476,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6-12m,0
57,55.7,3171.6,334.20000000000005,4,0.9989605971841632,0,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,24m+,0
25,19.9,510.8,238.79999999999998,1,1.0267336683417088,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0
1,90.6,90.6,543.5999999999999,5,1.0,1,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
37,40.55,1390.85,973.1999999999999,4,0.927017029359816,0,Male,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,24m+,0
58,98.7,5812.6,592.2,6,1.0153722530831848,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
7,43.9,278.4,263.4,2,0.9059550927432475,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,6-12m,0
71,52.3,3765.05,313.79999999999995,5,1.0139363908114079,1,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
1,90.55,90.55,543.3,4,1.0,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1
25,19.05,461.3,114.30000000000001,1,0.9686089238845145,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24m+,0
3,107.95,318.6,647.7,7,0.983788791106994,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,0
2,20.3,31.9,243.60000000000002,1,0.7857142857142857,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0-6m,0
25,19.15,477.6,114.89999999999999,1,0.9975979112271542,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24m+,0
35,20.1,644.5,241.20000000000002,1,0.916133617626155,0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24m+,0
2,60.95,134.6,365.70000000000005,5,1.1041837571780146,1,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0-6m,0
47,113.45,5317.8,1361.4,9,0.9973087778850932,0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
72,112.6,8126.65,2702.3999999999996,9,1.002399102032761,0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
66,103.1,6595.0,618.5999999999999,8,0.9691973077036123,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
12,19.45,227.45,116.69999999999999,1,0.9745072836332477,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),6-12m,0
62,79.95,4819.75,1918.8000000000002,7,0.9723314975085233,0,Female,1,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
13,24.5,343.6,294.0,2,1.078806907378336,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0
71,81.85,5924.4,1964.3999999999999,7,1.0194533111927522,0,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
70,79.7,5743.3,1912.8000000000002,8,1.0294497221724324,0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),24m+,0
34,20.65,716.4,123.89999999999999,1,1.020367469021507,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24m+,0
18,95.45,1752.55,572.7,5,1.0200512193702345,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
59,41.05,2452.7,246.29999999999998,3,1.0126963810152976,1,Male,0,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
41,74.7,3187.65,896.4000000000001,6,1.0407973356842002,0,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
57,84.5,4845.4,2028.0,8,1.0060002076196408,0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
22,50.35,1098.85,302.1,4,0.9920104721494989,1,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,0
36,84.9,3067.2,509.40000000000003,4,1.0035335689045934,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,1
71,19.8,1396.25,475.20000000000005,1,0.993206715037701,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
46,19.95,927.1,478.79999999999995,1,1.0102429988013513,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24m+,0
1,47.95,47.95,287.70000000000005,3,1.0,1,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,0
16,38.9,664.4,233.39999999999998,3,1.0674807197943446,1,Female,0,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,12-24m,0
64,113.35,7222.75,1360.1999999999998,9,0.995637130569034,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
37,65.6,2313.8,1574.3999999999999,6,0.9532794990112065,0,Male,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),24m+,0
5,19.25,86.05,115.5,1,0.894025974025974,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
61,99.0,5969.3,1188.0,6,0.9884583540321246,1,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,24m+,0
14,20.05,299.3,120.30000000000001,1,1.0662629141432134,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,12-24m,0
3,34.8,113.95,208.79999999999998,2,1.0914750957854407,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0-6m,0
69,105.1,7234.8,1261.1999999999998,8,0.9976419972696812,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),24m+,0
72,116.6,8337.45,2798.3999999999996,9,0.9931210691823902,0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
30,70.4,2044.75,844.8000000000001,6,0.9681581439393939,0,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,24m+,0
1,19.2,19.2,115.19999999999999,1,1.0,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
12,29.3,355.9,175.8,2,1.0122298065984072,0,Female,1,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,6-12m,0
26,20.05,505.9,240.60000000000002,1,0.9704584692115863,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24m+,0
8,19.35,152.6,116.10000000000001,1,0.9857881136950903,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,6-12m,0
43,104.6,4759.85,2510.3999999999996,7,1.0582618168882565,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24m+,1
34,49.8,1734.2,298.79999999999995,3,1.0242145050791402,1,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
32,72.8,2333.05,873.5999999999999,6,1.0014809409340661,0,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),24m+,0
17,70.35,1201.65,844.1999999999999,6,1.0047660855386933,1,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),12-24m,0
29,33.75,1009.25,202.5,2,1.031162196679438,1,Male,0,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,24m+,0
65,99.1,6496.15,594.5999999999999,6,1.00848404874641,1,Male,1,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
72,115.05,8405.0,2761.2,9,1.014655463808006,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
55,94.45,5073.1,566.7,6,0.9765821261850908,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0
43,103.0,4414.3,618.0,7,0.9966809663580944,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
68,118.6,7990.05,2846.3999999999996,9,0.9907313262573159,0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0
63,100.55,6215.35,603.3,7,0.9811670731611061,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,24m+,1
8,103.35,847.3,620.0999999999999,7,1.0247943880019352,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6-12m,1
36,65.4,2498.4,784.8000000000001,5,1.0611620795107033,0,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,24m+,1
72,117.35,8436.25,2816.3999999999996,9,0.998467310514605,0,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
37,19.8,726.1,475.20000000000005,1,0.9911274911274911,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
62,107.6,6912.7,2582.3999999999996,7,1.0362003837390574,0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
3,91.05,289.1,546.3,5,1.0583928244554275,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0-6m,1
41,111.95,4534.9,1343.4,8,0.9880064052985327,0,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,1
45,100.3,4483.95,1203.6,6,0.9934529744101029,1,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,24m+,0
30,100.45,3096.9,602.7,6,1.0276754604280738,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,0
24,78.6,1846.65,1886.3999999999999,7,0.9789281170483461,1,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),12-24m,0
7,24.35,150.85,292.20000000000005,1,0.8850102669404516,1,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),6-12m,0
1,69.4,69.4,416.40000000000003,2,1.0,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1
27,84.8,2309.55,508.79999999999995,8,1.0087133123689729,0,Male,1,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
19,39.7,710.05,238.20000000000002,3,0.9413363383269254,1,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,12-24m,0
67,64.55,4250.1,1549.1999999999998,6,0.9827161635663667,0,Male,1,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),24m+,0
23,104.45,2184.85,626.7,7,0.9094636501758695,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,0
53,106.1,5769.75,1273.1999999999998,7,1.026043426457774,1,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1
15,101.25,1457.25,607.5,6,0.9595061728395061,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
30,106.4,3211.9,638.4000000000001,7,1.006234335839599,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24m+,0
9,50.1,484.05,300.6,3,1.0735196274118428,1,Male,0,No,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,0
33,34.05,1113.95,408.59999999999997,3,0.9913674186801942,0,Male,0,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),24m+,0
31,89.45,2807.65,536.7,5,1.0125137488955804,1,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,24m+,0
39,95.65,3759.05,573.9000000000001,5,1.0076936480491105,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
14,86.1,1235.55,516.5999999999999,4,1.0250124440019912,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,12-24m,1
4,91.65,365.4,549.9000000000001,5,0.9967266775777412,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
1,45.3,45.3,271.79999999999995,3,1.0,1,Male,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0-6m,1
36,96.5,3436.1,579.0,6,0.9890903857225101,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
18,93.9,1743.9,563.4000000000001,6,1.0317713880014199,0,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
53,110.5,5835.5,1326.0,8,0.9964142405873816,0,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
22,19.6,422.5,235.20000000000002,1,0.9798237476808904,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0
72,84.45,6033.1,2026.8000000000002,8,0.9922209065193079,0,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0
51,59.9,3043.6,718.8,5,0.996301024583456,0,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),24m+,0
13,98.0,1237.85,588.0,6,0.9716248037676608,1,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
10,73.55,693.3,882.5999999999999,7,0.9426240652617267,0,Female,0,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),6-12m,0
13,74.65,966.25,895.8000000000001,3,0.9956721108763975,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,12-24m,0
69,26.0,1796.55,624.0,2,1.0014214046822743,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24m+,0
56,105.35,5794.45,632.0999999999999,7,0.982176757746288,0,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,24m+,0
1,49.85,49.85,299.1,3,1.0,1,Male,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0
1,54.75,54.75,328.5,3,1.0,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0-6m,1
1,49.5,49.5,297.0,3,1.0,1,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0-6m,0
72,100.9,7459.05,2421.6000000000004,7,1.0267385199867856,1,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
1,19.85,19.85,119.10000000000001,1,1.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
